outer_sim,inner_sim,date,dt,liab_cashflow,liab_pv_gaap,liab_pv_ifrs,meltdown_liabilities,next_2_liabs,bund_fwds,bund_yield,fee,cash,assets,net_asset_return,hgb_gap,hgb_payment,bund_comparator,performance_payment,additional_payment,funding_level_gaap,funding_level_ifrs,net_bt_return
10,14,2049-12-31,23.016438356164382,10116550.86,102751067.14640498,87881463.4117742,0.0,19000234.981,0.04143536551052507,0.03486503011635864,280629.84218402096,278284.53826642147,83146100.02582297,10.274875480103379,0.0,0.0,97081189.37828061,0.0,0.0,0.8091993819134953,0.9461164709585753,0.035865030116358644
10,14,2050-12-31,24.016438356164382,9704932.562,95111431.03404772,81603907.92283337,0.0,18140162.373999998,0.03927708406380104,0.03504105565693431,258634.7332260132,6386647.448243554,76248010.44677839,307.86711688771425,0.0,0.0,90874241.51281984,14626231.066041455,0.0,0.8016703104749138,0.9343671447558658,0.03604105565693431
10,15,2027-12-31,0.9999999999999999,16724462.33,298344930.3521844,232344575.26205954,293348548.988457,31462151.29,0.02160482611960468,0.020672552238805972,760517.9767591342,1092759.4871772672,236021011.94628558,238.40661708617563,43833524.54217145,0.0,237620365.63033894,0.0,0.0,0.7911011313906762,1.015823208611948,0.021672552238805973
10,15,2028-12-31,2.0027397260273974,16064885.95,288293371.3806211,225366432.8630154,281254696.7622815,30245020.58,0.022738216323019866,0.021362528767123287,729117.5289535398,722098.489602202,226245172.83889306,220.7414368232207,40989244.93588844,0.0,228793384.07946402,0.0,0.0,0.7847741061662895,1.003899160867545,0.022362528767123288
10,15,2029-12-31,3.0027397260273974,15397265.34,278690802.8053716,218758458.40467298,269302861.6554335,29436432.689999998,0.027109638291723526,0.02279628433268859,702196.1147904298,131097.58390588732,217965910.14201948,322.1736097531201,36769881.64540151,0.0,220482254.45262992,0.0,0.0,0.7821065781429452,0.996377062315975,0.02379628433268859
10,15,2030-12-31,4.002739726027397,14847755.24,269444732.7017596,212442283.04245523,257397865.43856412,28871197.91,0.028095142183276467,0.0238538665377176,675383.1826793021,848207.2664863067,209604589.13708803,1711.1013041568979,32658090.7086111,0.0,212577822.7275427,0.0,0.0,0.777913106837732,0.9866425183126087,0.024853866537717602
10,15,2031-12-31,5.002739726027397,14588677.45,260271894.37906492,206138854.63111097,245213741.84858596,28388737.89,0.02879018786307408,0.02467493886462875,650598.4584840842,-5112028.8054288095,201626876.919544,253.90886828312094,27861407.098055243,0.0,204787600.97357705,0.0,0.0,0.7746778706189874,0.9781119492507067,0.025674938864628752
10,15,2032-12-31,6.005479452054795,14282520.46,251235315.260689,199918200.49963617,232820110.60361394,28052617.369999997,0.032710509730723425,0.025821725274725274,621427.885506033,-4245097.140128559,192238680.15650496,-41.39906825196019,24242679.760713786,0.0,197167633.9480995,0.0,0.0,0.7651737971512189,0.9615866873354275,0.026821725274725275
10,15,2033-12-31,7.005479452054794,14106217.43,242178927.66742876,193608792.88912195,220033570.93694106,27654273.14,0.03296072603554978,0.026711090410958902,593908.7698435428,-6113577.783602174,183269463.74800408,-47.49497400477077,19788145.22577238,0.0,189539857.18525407,0.0,0.0,0.7567523133130647,0.9465967997277938,0.027711090410958903
10,15,2034-12-31,8.005479452054793,13946399.94,233100324.17354414,187213135.87179768,206840813.1552899,27170346.52,0.034270835081316786,0.027548071038251364,569153.273953858,2046746.586805339,175202204.77066547,-31.93910168575911,14000583.904896408,0.0,181893579.08461598,0.0,0.0,0.751617164805943,0.9358435451380013,0.028548071038251365
10,15,2035-12-31,9.005479452054793,13707873.2,224077767.4894323,180806574.97079775,193336145.0369052,26739800.96,0.03522155138410188,0.028312642987249545,545004.4054413104,21214251.295838848,185741164.97609958,87.49318812074722,7594980.060805619,0.0,192622120.07042524,0.0,18325907.434437416,0.8289138501206251,1.027292093808529,0.029312642987249546
10,15,2036-12-31,10.008219178082191,13462473.32,215131720.45132506,174415250.0829626,179537357.57461902,26413760.880000003,0.03641785146734189,0.029048498956158665,576364.2724933643,16840904.74537821,178082586.5719614,8.029074711184021,1454771.002657622,0.0,185711461.62570864,0.0,0.0,0.8277839557939748,1.0210264669359725,0.030048498956158666
10,15,2037-12-31,11.008219178082191,13277327.64,206178540.39239672,167940117.1961982,165343033.92084315,26073787.36,0.037839876326007715,0.02977792745302714,553830.3045055636,12449227.712955832,170778943.55734894,9.929120138148221,0.0,0.0,178789554.24666083,0.0,0.0,0.8283061041771095,1.0169038012390705,0.03077792745302714
10,15,2038-12-31,12.008219178082191,13136433.24,197186295.81428385,161353348.52684987,150698280.3780995,25671183.04,0.03930493623948128,0.030507355949895617,530463.2720621853,14030791.302382158,163154194.17533296,13.160768160089837,0.0,0.0,171820814.24914894,0.0,0.0,0.8274114258376081,1.0111608817847584,0.031507355949895614
10,15,2039-12-31,13.008219178082191,12937354.12,188212386.24015102,154708774.99939704,135675783.25174612,25209673.32,0.0407705080566485,0.031236784446764095,507405.32024641364,14946116.72381067,155690347.30855814,11.018402796706726,0.0,0.0,164852287.09183544,0.0,0.0,0.8272056394306795,1.0063446453451972,0.032236784446764095
10,15,2040-12-31,14.010958904109588,12733828.92,179272094.61444262,148025437.94871,120284743.52148634,24745325.83,0.04223859937818841,0.031968211377870565,484395.75763435214,15531830.543473,148247027.86714968,9.77074799842095,0.0,0.0,157904304.11429304,0.0,0.0,0.826938672111697,1.0014969718820657,0.032968211377870565
10,15,2041-12-31,15.01095890410959,12475844.4,170399619.31619292,141322585.62870967,104587074.84275974,24288353.91,0.0395089740200647,0.03243766110531803,460837.1412971029,8736795.691602018,140675698.89107051,8.860495378339674,0.0,0.0,150975867.15375966,0.0,0.0,0.8255634575687237,0.995422623108958,0.03343766110531803
10,15,2042-12-31,16.01095890410959,12269481.43,161555170.23444837,134564685.03822935,88515433.28318597,23796052.240000002,0.037840033192998446,0.03275451459854012,436554.03632753226,13837360.864245152,132811976.64284986,15.60579727328465,0.0,0.0,144032555.66392463,0.0,0.0,0.8220843471002106,0.9869749749357972,0.03375451459854012
10,15,2043-12-31,17.01095890410959,12018872.48,152783556.6761608,127793835.27472027,72134126.60164885,23261736.89,0.03847539357501906,0.033071368091762206,413072.6651759758,4958813.624360574,125258943.24681598,8.920809110466504,0.0,0.0,137131146.5781589,0.0,0.0,0.8198457083461812,0.9801642072760788,0.03407136809176221
10,15,2044-12-31,18.013698630136986,11777179.76,144085824.19263285,121014533.37446687,55434089.74613062,22669919.060000002,0.03911172111934014,0.033389089676746544,389595.99490084103,13106985.60501851,117698555.87871283,25.11022422836236,0.0,0.0,130244091.75456662,0.0,0.0,0.8168642303170501,0.9725985185143582,0.034389089676746545
10,15,2045-12-31,19.013698630136986,11484557.13,135497392.12890476,114249543.0460711,38489605.57846491,22023172.119999997,0.03974814567622409,0.03370594316996863,366417.55651262845,4370489.291710327,110288210.81769685,8.290676866317112,0.0,0.0,123418326.56264403,0.0,0.0,0.813950800711904,0.9653273691713862,0.03470594316996863
10,15,2046-12-31,20.013698630136986,11185361.93,127035527.78069572,107519913.29486783,21321478.299979374,21338764.509999998,0.0401256740753817,0.034010585215605654,343188.96921385627,-589192.778634414,102867772.17207158,25.096193467033654,0.0,0.0,116650527.474507,0.0,0.0,0.8097559318181802,0.9567322835348835,0.035010585215605655
10,15,2047-12-31,21.013698630136986,10837810.19,118751131.69908771,100875379.72336768,4016334.5116202636,20617505.18,0.04029205676506198,0.03429514031485277,319193.30717866746,-271436.06469538313,95240765.56237714,-181.0405225573843,0.0,0.0,110005110.57590242,0.0,0.0,0.8020198561451589,0.9441428208107624,0.03529514031485277
10,15,2048-12-31,22.016438356164382,10500954.32,110643680.03764825,94319551.75339192,0.0,19821483.422,0.04086367208250108,0.03458047501711153,296324.317189033,6371193.423776508,87977493.7591553,-363.8053191445725,0.0,0.0,103469929.44501874,0.0,0.0,0.7951425126967901,0.9327598798304452,0.03558047501711153
