date,yield
2026-02-18,0.01986
2026-04-15,0.01958
2026-07-15,0.020234000000000002
2026-10-14,0.02009
2027-01-13,0.01968
2027-12-16,0.020649
2028-11-15,0.021175000000000003
2029-11-15,0.022663000000000003
2031-04-16,0.024161000000000002
2031-08-15,0.024228999999999997
2032-11-15,0.025709
2033-08-15,0.026378
2034-08-15,0.027259000000000002
2036-02-15,0.028409
2041-05-15,0.032238
2046-08-15,0.033902999999999996
2050-08-15,0.035042
2056-08-15,0.035027
